,As Home,As Visitor,Home Score,Visitor Score,Home Team,Visitor,Wins,Score Difference
716,ACC,Big 12,34.0,17.0,Boston College,West Virginia,ACC,17.0
717,ACC,Big 12,34.0,10.0,Boston College,West Virginia,ACC,24.0
718,ACC,Big 12,28.0,35.0,Boston College,West Virginia,Big 12,7.0
720,SEC,Big 12,41.0,30.0,Auburn,West Virginia,SEC,11.0
721,Pac-12,Big 12,42.0,7.0,Arizona State,West Virginia,Pac-12,35.0
722,Mountain West,Pac-12,23.0,29.0,Wyoming,Washington State,Pac-12,6.0
723,Big Ten,Pac-12,42.0,21.0,Wisconsin,Washington State,Big Ten,21.0
746,SEC,Pac-12,35.0,23.0,Tennessee,Washington State,SEC,12.0
747,SEC,Pac-12,10.0,3.0,Tennessee,Washington State,SEC,7.0
748,SEC,Pac-12,34.0,27.0,Tennessee,Washington State,SEC,7.0
749,SEC,Pac-12,24.0,52.0,Tennessee,Washington State,Pac-12,28.0
750,SEC,Pac-12,10.0,9.0,Tennessee,Washington State,SEC,1.0
751,American,Pac-12,34.0,38.0,Temple,Washington State,Pac-12,4.0
752,ACC,Pac-12,52.0,25.0,Syracuse,Washington State,ACC,27.0
769,Mountain West,Pac-12,42.0,24.0,San Diego State,Washington State,Mountain West,18.0
770,ACC,Pac-12,17.0,13.0,Pittsburgh,Washington State,ACC,4.0
802,Big 12,Pac-12,65.0,17.0,Oklahoma State,Washington State,Big 12,48.0
803,Big Ten,Pac-12,45.0,29.0,Ohio State,Washington State,Big Ten,16.0
804,Big Ten,Pac-12,44.0,0.0,Ohio State,Washington State,Big Ten,44.0
805,Big Ten,Pac-12,48.0,32.0,Ohio State,Washington State,Big Ten,16.0
806,Big Ten,Pac-12,33.0,19.0,Ohio State,Washington State,Big Ten,14.0
807,Big Ten,Pac-12,25.0,7.0,Ohio State,Washington State,Big Ten,18.0
808,Independent,Pac-12,29.0,26.0,Notre Dame,Washington State,Independent,3.0
809,Independent,Pac-12,40.0,14.0,Notre Dame,Washington State,Independent,26.0
810,Mountain West,Pac-12,17.0,21.0,New Mexico,Washington State,Pac-12,4.0
811,Big Ten,Pac-12,35.0,21.0,Nebraska,Washington State,Big Ten,14.0
812,Big Ten,Pac-12,41.0,11.0,Minnesota,Washington State,Big Ten,30.0
813,Big Ten,Pac-12,9.0,41.0,Minnesota,Washington State,Pac-12,32.0
814,Big Ten,Pac-12,20.0,17.0,Michigan,Washington State,Big Ten,3.0
815,Big Ten,Pac-12,44.0,18.0,Michigan,Washington State,Big Ten,26.0
816,Big Ten,Pac-12,41.0,14.0,Michigan,Washington State,Big Ten,27.0
817,Big Ten,Pac-12,7.0,44.0,Illinois,Washington State,Pac-12,37.0
818,Big Ten,Pac-12,9.0,10.0,Illinois,Washington State,Pac-12,1.0
819,Big Ten,Pac-12,22.0,35.0,Illinois,Washington State,Pac-12,13.0
820,Sun Belt,Pac-12,14.0,34.0,Idaho,Washington State,Pac-12,20.0
821,Sun Belt,Pac-12,28.0,17.0,Idaho,Washington State,Sun Belt,11.0
822,Sun Belt,Pac-12,7.0,36.0,Idaho,Washington State,Pac-12,29.0
823,Sun Belt,Pac-12,8.0,49.0,Idaho,Washington State,Pac-12,41.0
829,Mountain West,Pac-12,37.0,39.0,Fresno State,Washington State,Pac-12,2.0
845,Mountain West,Pac-12,21.0,33.0,Boise State,Washington State,Pac-12,12.0
846,Mountain West,Pac-12,20.0,41.0,Boise State,Washington State,Pac-12,21.0
847,Big 12,Pac-12,45.0,17.0,Baylor,Washington State,Big 12,28.0
848,SEC,Pac-12,40.0,14.0,Auburn,Washington State,SEC,26.0
849,SEC,Pac-12,31.0,24.0,Auburn,Washington State,SEC,7.0
902,Big 12,Pac-12,7.0,14.0,Texas Tech,Washington,Pac-12,7.0
903,ACC,Pac-12,12.0,42.0,Syracuse,Washington,Pac-12,30.0
918,Big Ten,Pac-12,6.0,20.0,Purdue,Washington,Pac-12,14.0
919,Big Ten,Pac-12,14.0,20.0,Purdue,Washington,Pac-12,6.0
955,Big 12,Pac-12,18.0,24.0,Oklahoma State,Washington,Pac-12,6.0
956,Big 12,Pac-12,37.0,20.0,Oklahoma,Washington,Big 12,17.0
957,Big Ten,Pac-12,21.0,12.0,Ohio State,Washington,Big Ten,9.0
958,Big Ten,Pac-12,30.0,20.0,Ohio State,Washington,Big Ten,10.0
959,Big Ten,Pac-12,28.0,9.0,Ohio State,Washington,Big Ten,19.0
960,Independent,Pac-12,54.0,20.0,Notre Dame,Washington,Independent,34.0
961,Independent,Pac-12,38.0,3.0,Notre Dame,Washington,Independent,35.0
962,Independent,Pac-12,37.0,30.0,Notre Dame,Washington,Independent,7.0
963,Big Ten,Pac-12,0.0,34.0,Northwestern,Washington,Pac-12,34.0
964,Big Ten,Pac-12,21.0,36.0,Nebraska,Washington,Pac-12,15.0
965,Big Ten,Pac-12,55.0,7.0,Nebraska,Washington,Big Ten,48.0
966,Big Ten,Pac-12,51.0,38.0,Nebraska,Washington,Big Ten,13.0
967,Big Ten,Pac-12,11.0,20.0,Michigan,Washington,Pac-12,9.0
968,Big Ten,Pac-12,31.0,29.0,Michigan,Washington,Big Ten,2.0
969,Big Ten,Pac-12,24.0,34.0,Illinois,Washington,Pac-12,10.0
970,American,Pac-12,12.0,29.0,Houston,Washington,Pac-12,17.0
1041,SEC,ACC,28.0,56.0,Vanderbilt,Wake Forest,ACC,28.0
1042,SEC,ACC,6.0,40.0,Vanderbilt,Wake Forest,ACC,34.0
1043,SEC,ACC,35.0,14.0,Vanderbilt,Wake Forest,SEC,21.0
1044,SEC,ACC,17.0,31.0,Vanderbilt,Wake Forest,ACC,14.0
1045,SEC,ACC,13.0,34.0,Vanderbilt,Wake Forest,ACC,21.0
1046,SEC,ACC,23.0,21.0,Vanderbilt,Wake Forest,SEC,2.0
1047,Mountain West,ACC,,,Utah State,Wake Forest,ACC,
1048,American,ACC,35.0,9.0,Tulane,Wake Forest,American,26.0
1049,SEC,ACC,31.0,29.0,Tennessee,Wake Forest,SEC,2.0
1052,Pac-12,ACC,68.0,24.0,Stanford,Wake Forest,Pac-12,44.0
1053,SEC,ACC,35.0,14.0,South Carolina,Wake Forest,SEC,21.0
1054,SEC,ACC,39.0,38.0,South Carolina,Wake Forest,SEC,1.0
1055,SEC,ACC,48.0,21.0,South Carolina,Wake Forest,SEC,27.0
1056,Big Ten,ACC,14.0,28.0,Rutgers,Wake Forest,ACC,14.0
1057,C-USA,ACC,33.0,17.0,Rice,Wake Forest,C-USA,16.0
1058,Big Ten,ACC,21.0,24.0,Purdue,Wake Forest,ACC,3.0
1059,Independent,ACC,38.0,0.0,Notre Dame,Wake Forest,Independent,38.0
1060,Big Ten,ACC,41.0,14.0,Northwestern,Wake Forest,Big Ten,27.0
1061,Big Ten,ACC,26.0,14.0,Northwestern,Wake Forest,Big Ten,12.0
1077,Big Ten,ACC,31.0,3.0,Nebraska,Wake Forest,Big Ten,28.0
1078,American,ACC,24.0,52.0,Navy,Wake Forest,ACC,28.0
1079,American,ACC,7.0,30.0,Navy,Wake Forest,ACC,23.0
1080,American,ACC,26.0,49.0,Navy,Wake Forest,ACC,23.0
1081,American,ACC,24.0,44.0,Navy,Wake Forest,ACC,20.0
1082,American,ACC,13.0,10.0,Navy,Wake Forest,American,3.0
1083,Big Ten,ACC,19.0,9.0,Michigan,Wake Forest,Big Ten,10.0
1084,Big Ten,ACC,11.0,10.0,Maryland,Wake Forest,Big Ten,1.0
1085,Big Ten,ACC,52.0,31.0,Maryland,Wake Forest,Big Ten,21.0
1086,Big Ten,ACC,38.0,17.0,Maryland,Wake Forest,Big Ten,21.0
1087,Big Ten,ACC,21.0,27.0,Maryland,Wake Forest,ACC,6.0
1088,Big Ten,ACC,24.0,27.0,Maryland,Wake Forest,ACC,3.0
1089,Big Ten,ACC,41.0,13.0,Maryland,Wake Forest,Big Ten,28.0
1090,Big Ten,ACC,23.0,30.0,Maryland,Wake Forest,ACC,7.0
1091,Big Ten,ACC,31.0,7.0,Maryland,Wake Forest,Big Ten,24.0
1092,Big Ten,ACC,52.0,0.0,Maryland,Wake Forest,Big Ten,52.0
1093,Big Ten,ACC,10.0,20.0,Maryland,Wake Forest,ACC,10.0
1094,Big Ten,ACC,37.0,7.0,Maryland,Wake Forest,Big Ten,30.0
1095,Big Ten,ACC,32.0,14.0,Maryland,Wake Forest,Big Ten,18.0
1096,Big Ten,ACC,13.0,7.0,Maryland,Wake Forest,Big Ten,6.0
1097,Big Ten,ACC,24.0,38.0,Maryland,Wake Forest,ACC,14.0
1098,Big Ten,ACC,26.0,0.0,Maryland,Wake Forest,Big Ten,26.0
1099,Big Ten,ACC,62.0,14.0,Maryland,Wake Forest,Big Ten,48.0
1100,Big Ten,ACC,19.0,14.0,Maryland,Wake Forest,Big Ten,5.0
1116,SEC,ACC,21.0,22.0,Georgia,Wake Forest,ACC,1.0
1130,American,ACC,25.0,24.0,East Carolina,Wake Forest,American,1.0
1131,American,ACC,19.0,21.0,East Carolina,Wake Forest,ACC,2.0
1132,American,ACC,17.0,31.0,East Carolina,Wake Forest,ACC,14.0
1150,American,ACC,13.0,24.0,Connecticut,Wake Forest,ACC,11.0
1176,Big 12,ACC,13.0,41.0,Baylor,Wake Forest,ACC,28.0
1177,SEC,ACC,21.0,24.0,Auburn,Wake Forest,ACC,3.0
1178,SEC,ACC,28.0,10.0,Auburn,Wake Forest,SEC,18.0
1179,Independent,ACC,14.0,49.0,Army,Wake Forest,ACC,35.0
1180,Independent,ACC,13.0,17.0,Army,Wake Forest,ACC,4.0
1181,Independent,ACC,14.0,10.0,Army,Wake Forest,Independent,4.0
1182,Independent,ACC,15.0,34.0,Army,Wake Forest,ACC,19.0
1183,Independent,ACC,11.0,25.0,Army,Wake Forest,ACC,14.0
1184,Mountain West,ACC,42.0,0.0,Air Force,Wake Forest,Mountain West,42.0
1185,MAC,ACC,0.0,30.0,Western Michigan,Virginia Tech,ACC,30.0
1186,Big 12,ACC,34.0,23.0,West Virginia,Virginia Tech,Big 12,11.0
1187,Big 12,ACC,27.0,6.0,West Virginia,Virginia Tech,Big 12,21.0
1188,Big 12,ACC,13.0,0.0,West Virginia,Virginia Tech,Big 12,13.0
1189,Big 12,ACC,24.0,9.0,West Virginia,Virginia Tech,Big 12,15.0
1190,Big 12,ACC,28.0,16.0,West Virginia,Virginia Tech,Big 12,12.0
1191,Big 12,ACC,10.0,12.0,West Virginia,Virginia Tech,ACC,2.0
1192,Big 12,ACC,14.0,20.0,West Virginia,Virginia Tech,ACC,6.0
1193,Big 12,ACC,14.0,13.0,West Virginia,Virginia Tech,Big 12,1.0
1194,Big 12,ACC,0.0,27.0,West Virginia,Virginia Tech,ACC,27.0
1195,Big 12,ACC,30.0,17.0,West Virginia,Virginia Tech,Big 12,13.0
1196,Big 12,ACC,20.0,22.0,West Virginia,Virginia Tech,ACC,2.0
1197,Big 12,ACC,0.0,35.0,West Virginia,Virginia Tech,ACC,35.0
1198,Big 12,ACC,28.0,7.0,West Virginia,Virginia Tech,Big 12,21.0
1199,Big 12,ACC,17.0,34.0,West Virginia,Virginia Tech,ACC,17.0
1224,SEC,ACC,45.0,0.0,Vanderbilt,Virginia Tech,SEC,45.0
1225,SEC,ACC,3.0,23.0,Vanderbilt,Virginia Tech,ACC,20.0
1226,SEC,ACC,24.0,38.0,Vanderbilt,Virginia Tech,ACC,14.0
1227,American,ACC,10.0,26.0,Tulane,Virginia Tech,ACC,16.0
1228,American,ACC,57.0,38.0,Tulane,Virginia Tech,American,19.0
1229,American,ACC,7.0,9.0,Temple,Virginia Tech,ACC,2.0
1230,American,ACC,31.0,28.0,Temple,Virginia Tech,American,3.0
1231,American,ACC,7.0,26.0,Temple,Virginia Tech,ACC,19.0
1232,American,ACC,13.0,23.0,Temple,Virginia Tech,ACC,10.0
1233,American,ACC,7.0,62.0,Temple,Virginia Tech,ACC,55.0
1234,American,ACC,0.0,35.0,Temple,Virginia Tech,ACC,35.0
1235,American,ACC,23.0,24.0,Temple,Virginia Tech,ACC,1.0
1244,C-USA,ACC,35.0,13.0,Southern Miss,Virginia Tech,C-USA,22.0
1245,C-USA,ACC,14.0,24.0,Southern Miss,Virginia Tech,ACC,10.0
1246,SEC,ACC,40.0,10.0,South Carolina,Virginia Tech,SEC,30.0
1247,SEC,ACC,17.0,17.0,South Carolina,Virginia Tech,ACC,0.0
1248,SEC,ACC,28.0,21.0,South Carolina,Virginia Tech,SEC,7.0
1249,Big Ten,ACC,50.0,49.0,Rutgers,Virginia Tech,Big Ten,1.0
1250,Big Ten,ACC,17.0,45.0,Rutgers,Virginia Tech,ACC,28.0
1251,Big Ten,ACC,19.0,59.0,Rutgers,Virginia Tech,ACC,40.0
1252,Big Ten,ACC,20.0,58.0,Rutgers,Virginia Tech,ACC,38.0
1253,Big Ten,ACC,0.0,50.0,Rutgers,Virginia Tech,ACC,50.0
1254,Big Ten,ACC,22.0,48.0,Rutgers,Virginia Tech,ACC,26.0
1263,Big 12,ACC,27.0,17.0,Oklahoma,Virginia Tech,Big 12,10.0
1264,Big Ten,ACC,21.0,35.0,Ohio State,Virginia Tech,ACC,14.0
1271,Big Ten,ACC,30.0,35.0,Nebraska,Virginia Tech,ACC,5.0
1272,American,ACC,0.0,14.0,Navy,Virginia Tech,ACC,14.0
1273,American,ACC,10.0,17.0,Memphis,Virginia Tech,ACC,7.0
1274,Big Ten,ACC,20.0,13.0,Maryland,Virginia Tech,Big Ten,7.0
1275,Big Ten,ACC,9.0,28.0,Maryland,Virginia Tech,ACC,19.0
1276,Big Ten,ACC,9.0,36.0,Maryland,Virginia Tech,ACC,27.0
1277,C-USA,ACC,10.0,30.0,Marshall,Virginia Tech,ACC,20.0
1281,SEC,ACC,3.0,29.0,Kentucky,Virginia Tech,ACC,26.0
1282,SEC,ACC,14.0,7.0,Kentucky,Virginia Tech,SEC,7.0
1294,SEC,ACC,35.0,18.0,Florida,Virginia Tech,SEC,17.0
1295,American,ACC,14.0,10.0,East Carolina,Virginia Tech,American,4.0
1296,American,ACC,23.0,24.0,East Carolina,Virginia Tech,ACC,1.0
1297,American,ACC,30.0,27.0,East Carolina,Virginia Tech,American,3.0
1298,American,ACC,20.0,27.0,East Carolina,Virginia Tech,ACC,7.0
1299,American,ACC,28.0,45.0,East Carolina,Virginia Tech,ACC,17.0
1300,American,ACC,27.0,22.0,East Carolina,Virginia Tech,American,5.0
1301,American,ACC,3.0,16.0,East Carolina,Virginia Tech,ACC,13.0
1302,American,ACC,10.0,17.0,East Carolina,Virginia Tech,ACC,7.0
1303,American,ACC,10.0,15.0,East Carolina,Virginia Tech,ACC,5.0
1319,American,ACC,31.0,14.0,Cincinnati,Virginia Tech,American,17.0
1320,American,ACC,14.0,41.0,Cincinnati,Virginia Tech,ACC,27.0
1333,SEC,ACC,31.0,7.0,Alabama,Virginia Tech,SEC,24.0
1334,SEC,ACC,34.0,24.0,Alabama,Virginia Tech,SEC,10.0
1335,MAC,ACC,18.0,21.0,Akron,Virginia Tech,ACC,3.0
1336,Mountain West,ACC,23.0,3.0,Wyoming,Virginia,Mountain West,20.0
1337,Big Ten,ACC,26.0,17.0,Wisconsin,Virginia,Big Ten,9.0
1338,MAC,ACC,16.0,58.0,Western Michigan,Virginia,ACC,42.0
1339,Big 12,ACC,45.0,21.0,West Virginia,Virginia,Big 12,24.0
1340,Big 12,ACC,7.0,27.0,West Virginia,Virginia,ACC,20.0
1372,Big 12,ACC,17.0,16.0,Texas,Virginia,Big 12,1.0
1373,SEC,ACC,13.0,16.0,Tennessee,Virginia,ACC,3.0
1374,American,ACC,14.0,44.0,Temple,Virginia,ACC,30.0
1376,C-USA,ACC,37.0,34.0,Southern Miss,Virginia,C-USA,3.0
1377,SEC,ACC,21.0,3.0,South Carolina,Virginia,SEC,18.0
1378,SEC,ACC,58.0,10.0,South Carolina,Virginia,SEC,48.0
1379,SEC,ACC,31.0,7.0,South Carolina,Virginia,SEC,24.0
1380,Big Ten,ACC,3.0,0.0,Rutgers,Virginia,Big Ten,3.0
1383,Big Ten,ACC,6.0,14.0,Penn State,Virginia,ACC,8.0
1384,Big Ten,ACC,35.0,14.0,Penn State,Virginia,Big Ten,21.0
1402,American,ACC,17.0,10.0,Navy,Virginia,American,7.0
1403,American,ACC,30.0,16.0,Navy,Virginia,American,14.0
1404,American,ACC,9.0,21.0,Navy,Virginia,ACC,12.0
1405,American,ACC,20.0,10.0,Navy,Virginia,American,10.0
1406,American,ACC,0.0,53.0,Navy,Virginia,ACC,53.0
1407,American,ACC,10.0,47.0,Navy,Virginia,ACC,37.0
1408,C-USA,ACC,21.0,23.0,Middle Tennessee,Virginia,ACC,2.0
1409,Big Ten,ACC,18.0,17.0,Michigan,Virginia,Big Ten,1.0
1410,Big Ten,ACC,17.0,7.0,Maryland,Virginia,Big Ten,10.0
1411,Big Ten,ACC,48.0,7.0,Maryland,Virginia,Big Ten,41.0
1412,Big Ten,ACC,23.0,3.0,Maryland,Virginia,Big Ten,20.0
1413,Big Ten,ACC,33.0,21.0,Maryland,Virginia,Big Ten,12.0
1414,Big Ten,ACC,21.0,19.0,Maryland,Virginia,Big Ten,2.0
1415,Big Ten,ACC,21.0,48.0,Maryland,Virginia,ACC,27.0
1416,Big Ten,ACC,17.0,6.0,Maryland,Virginia,Big Ten,11.0
1417,Big Ten,ACC,29.0,43.0,Maryland,Virginia,ACC,14.0
1418,Big Ten,ACC,18.0,21.0,Maryland,Virginia,ACC,3.0
1419,Big Ten,ACC,0.0,45.0,Maryland,Virginia,ACC,45.0
1420,Big Ten,ACC,30.0,34.0,Maryland,Virginia,ACC,4.0
1421,Big Ten,ACC,41.0,21.0,Maryland,Virginia,Big Ten,20.0
1422,Big Ten,ACC,27.0,17.0,Maryland,Virginia,Big Ten,10.0
1423,Big Ten,ACC,45.0,33.0,Maryland,Virginia,Big Ten,12.0
1424,Big Ten,ACC,17.0,18.0,Maryland,Virginia,ACC,1.0
1425,Big Ten,ACC,9.0,20.0,Maryland,Virginia,ACC,11.0
1426,Big Ten,ACC,13.0,31.0,Maryland,Virginia,ACC,18.0
1427,Big Ten,ACC,27.0,26.0,Maryland,Virginia,Big Ten,1.0
1429,Big 12,ACC,10.0,59.0,Kansas,Virginia,ACC,49.0
1430,Big Ten,ACC,31.0,34.0,Indiana,Virginia,ACC,3.0
1449,SEC,ACC,0.0,31.0,Georgia,Virginia,ACC,31.0
1450,SEC,ACC,30.0,22.0,Georgia,Virginia,SEC,8.0
1461,American,ACC,31.0,21.0,East Carolina,Virginia,American,10.0
1480,American,ACC,45.0,10.0,Connecticut,Virginia,American,35.0
1497,SEC,ACC,0.0,19.0,Auburn,Virginia,ACC,19.0
1498,ACC,SEC,12.0,27.0,Wake Forest,Vanderbilt,SEC,15.0
1499,ACC,SEC,10.0,17.0,Wake Forest,Vanderbilt,SEC,7.0
1500,ACC,SEC,20.0,24.0,Wake Forest,Vanderbilt,SEC,4.0
1501,ACC,SEC,23.0,10.0,Wake Forest,Vanderbilt,ACC,13.0
1502,ACC,SEC,7.0,41.0,Wake Forest,Vanderbilt,SEC,34.0
1503,ACC,SEC,21.0,55.0,Wake Forest,Vanderbilt,SEC,34.0
1504,ACC,SEC,21.0,10.0,Virginia Tech,Vanderbilt,ACC,11.0
1505,ACC,SEC,29.0,21.0,Virginia Tech,Vanderbilt,ACC,8.0
1506,ACC,SEC,18.0,0.0,Virginia Tech,Vanderbilt,ACC,18.0
1507,American,SEC,42.0,14.0,Tulane,Vanderbilt,American,28.0
1508,American,SEC,14.0,10.0,Tulane,Vanderbilt,American,4.0
1509,American,SEC,17.0,30.0,Tulane,Vanderbilt,SEC,13.0
1510,American,SEC,17.0,24.0,Tulane,Vanderbilt,SEC,7.0
1511,American,SEC,27.0,17.0,Tulane,Vanderbilt,American,10.0
1530,ACC,SEC,37.0,10.0,Syracuse,Vanderbilt,ACC,27.0
1542,Big Ten,SEC,30.0,31.0,Rutgers,Vanderbilt,SEC,1.0
1543,C-USA,SEC,17.0,36.0,Rice,Vanderbilt,SEC,19.0
1544,Independent,SEC,41.0,0.0,Notre Dame,Vanderbilt,Independent,41.0
1545,Big Ten,SEC,23.0,13.0,Northwestern,Vanderbilt,Big Ten,10.0
1546,C-USA,SEC,7.0,19.0,North Texas,Vanderbilt,SEC,12.0
1547,ACC,SEC,34.0,10.0,North Carolina,Vanderbilt,ACC,24.0
1548,American,SEC,7.0,27.0,Navy,Vanderbilt,SEC,20.0
1549,American,SEC,29.0,26.0,Navy,Vanderbilt,American,3.0
1558,Big Ten,SEC,27.0,7.0,Michigan,Vanderbilt,Big Ten,20.0
1559,American,SEC,10.0,14.0,Memphis,Vanderbilt,SEC,4.0
1560,American,SEC,14.0,24.0,Memphis,Vanderbilt,SEC,10.0
1561,American,SEC,28.0,9.0,Memphis,Vanderbilt,American,19.0
1562,American,SEC,13.0,10.0,Memphis,Vanderbilt,American,3.0
1563,MAC[5],SEC,7.0,24.0,Massachusetts,Vanderbilt,SEC,17.0
1564,Big Ten,SEC,31.0,6.0,Maryland,Vanderbilt,Big Ten,25.0
1565,Big Ten,SEC,14.0,23.0,Maryland,Vanderbilt,SEC,9.0
1566,Big Ten,SEC,35.0,21.0,Maryland,Vanderbilt,Big Ten,14.0
1585,Big 12,SEC,42.0,16.0,Kansas,Vanderbilt,Big 12,26.0
1586,Big 12,SEC,20.0,17.0,Iowa State,Vanderbilt,Big 12,3.0
1587,Big Ten,SEC,44.0,13.0,Indiana,Vanderbilt,Big Ten,31.0
1588,ACC,SEC,45.0,3.0,Georgia Tech,Vanderbilt,ACC,42.0
1620,ACC,SEC,35.0,31.0,Duke,Vanderbilt,ACC,4.0
1621,ACC,SEC,17.0,13.0,Duke,Vanderbilt,ACC,4.0
1622,ACC,SEC,14.0,31.0,Duke,Vanderbilt,SEC,17.0
1623,ACC,SEC,28.0,42.0,Duke,Vanderbilt,SEC,14.0
1624,ACC,SEC,28.0,45.0,Duke,Vanderbilt,SEC,17.0
1625,American,SEC,40.0,21.0,Connecticut,Vanderbilt,American,19.0
1626,American,SEC,24.0,34.0,Cincinnati,Vanderbilt,SEC,10.0
1634,Independent,SEC,24.0,19.0,Army,Vanderbilt,Independent,5.0
1635,Independent,SEC,10.0,41.0,Army,Vanderbilt,SEC,31.0
1636,Independent,SEC,16.0,13.0,Army,Vanderbilt,Independent,3.0
1653,Mountain West,SEC,30.0,29.0,Air Force,Vanderbilt,Mountain West,1.0
1657,Big Ten,Mountain West,16.0,14.0,Wisconsin,Utah State,Big Ten,2.0
1658,Pac-12,Mountain West,53.0,12.0,Washington,Utah State,Pac-12,41.0
1659,Pac-12,Mountain West,21.0,47.0,Utah,Utah State,Mountain West,26.0
1660,Pac-12,Mountain West,10.0,0.0,Utah,Utah State,Pac-12,10.0
1661,Pac-12,Mountain West,42.0,10.0,Utah,Utah State,Pac-12,32.0
1662,Pac-12,Mountain West,34.0,7.0,Utah,Utah State,Pac-12,27.0
1663,Pac-12,Mountain West,36.0,41.0,Utah,Utah State,Mountain West,5.0
1664,Pac-12,Mountain West,45.0,10.0,Utah,Utah State,Pac-12,35.0
1665,Pac-12,Mountain West,12.0,7.0,Utah,Utah State,Pac-12,5.0
1666,Pac-12,Mountain West,31.0,29.0,Utah,Utah State,Pac-12,2.0
1667,Pac-12,Mountain West,40.0,20.0,Utah,Utah State,Pac-12,20.0
1668,Pac-12,Mountain West,14.0,21.0,Utah,Utah State,Mountain West,7.0
1669,Pac-12,Mountain West,38.0,18.0,Utah,Utah State,Pac-12,20.0
1670,Pac-12,Mountain West,23.0,19.0,Utah,Utah State,Pac-12,4.0
1671,Pac-12,Mountain West,40.0,20.0,Utah,Utah State,Pac-12,20.0
1672,Pac-12,Mountain West,31.0,7.0,Utah,Utah State,Pac-12,24.0
1673,Pac-12,Mountain West,34.0,18.0,Utah,Utah State,Pac-12,16.0
1674,Pac-12,Mountain West,35.0,17.0,Utah,Utah State,Pac-12,18.0
1675,Pac-12,Mountain West,30.0,26.0,Utah,Utah State,Pac-12,4.0
1676,Sun Belt,Mountain West,16.0,19.0,Troy,Utah State,Mountain West,3.0
1677,Sun Belt,Mountain West,49.0,21.0,Troy,Utah State,Sun Belt,28.0
1678,Big 12,Mountain West,58.0,20.0,Texas Tech,Utah State,Big 12,38.0
1679,Big 12,Mountain West,38.0,16.0,Texas Tech,Utah State,Big 12,22.0
1680,Big 12,Mountain West,35.0,17.0,Texas,Utah State,Big 12,18.0
1681,SEC,Mountain West,38.0,7.0,Tennessee,Utah State,SEC,31.0
1682,C-USA,Mountain West,31.0,24.0,Southern Miss,Utah State,C-USA,7.0
1683,American,Mountain West,34.0,13.0,South Florida,Utah State,American,21.0
1698,Pac-12,Mountain West,24.0,16.0,Oregon State,Utah State,Pac-12,8.0
1699,Pac-12,Mountain West,52.0,7.0,Oregon,Utah State,Pac-12,45.0
1700,Pac-12,Mountain West,66.0,24.0,Oregon,Utah State,Pac-12,42.0
1701,Big 12,Mountain West,31.0,17.0,Oklahoma State,Utah State,Big 12,14.0
1702,Big 12,Mountain West,55.0,21.0,Oklahoma,Utah State,Big 12,34.0
1703,Big 12,Mountain West,54.0,3.0,Oklahoma,Utah State,Big 12,51.0
1704,Big 12,Mountain West,31.0,24.0,Oklahoma,Utah State,Big 12,7.0
1705,MAC,Mountain West,0.0,5.0,Ohio,Utah State,Mountain West,5.0
1706,C-USA,Mountain West,51.0,48.0,North Texas,Utah State,C-USA,3.0
1707,C-USA,Mountain West,7.0,34.0,North Texas,Utah State,Mountain West,27.0
1708,C-USA,Mountain West,12.0,17.0,North Texas,Utah State,Mountain West,5.0
1709,C-USA,Mountain West,37.0,27.0,North Texas,Utah State,C-USA,10.0
1710,Sun Belt,Mountain West,23.0,40.0,New Mexico State,Utah State,Mountain West,17.0
1711,Sun Belt,Mountain West,6.0,25.0,New Mexico State,Utah State,Mountain West,19.0
1712,Sun Belt,Mountain West,13.0,28.0,New Mexico State,Utah State,Mountain West,15.0
1713,Sun Belt,Mountain West,21.0,46.0,New Mexico State,Utah State,Mountain West,25.0
1714,Sun Belt,Mountain West,14.0,27.0,New Mexico State,Utah State,Mountain West,13.0
1715,Sun Belt,Mountain West,21.0,53.0,New Mexico State,Utah State,Mountain West,32.0
1716,Sun Belt,Mountain West,26.0,29.0,New Mexico State,Utah State,Mountain West,3.0
1717,Sun Belt,Mountain West,37.0,44.0,New Mexico State,Utah State,Mountain West,7.0
1718,Sun Belt,Mountain West,26.0,21.0,New Mexico State,Utah State,Sun Belt,5.0
1719,Sun Belt,Mountain West,21.0,24.0,New Mexico State,Utah State,Mountain West,3.0
1720,Sun Belt,Mountain West,17.0,35.0,New Mexico State,Utah State,Mountain West,18.0
1721,Sun Belt,Mountain West,20.0,17.0,New Mexico State,Utah State,Sun Belt,3.0
1722,Sun Belt,Mountain West,21.0,24.0,New Mexico State,Utah State,Mountain West,3.0
1726,Big Ten,Mountain West,35.0,14.0,Nebraska,Utah State,Big Ten,21.0
1727,Big Ten,Mountain West,56.0,12.0,Nebraska,Utah State,Big Ten,44.0
1728,Big Ten,Mountain West,63.0,13.0,Nebraska,Utah State,Big Ten,50.0
1729,Big Ten,Mountain West,59.0,28.0,Nebraska,Utah State,Big Ten,31.0
1730,Big Ten,Mountain West,44.0,13.0,Nebraska,Utah State,Big Ten,31.0
1731,Big Ten,Mountain West,31.0,7.0,Nebraska,Utah State,Big Ten,24.0
1732,SEC,Mountain West,17.0,10.0,Missouri,Utah State,SEC,7.0
1733,SEC,Mountain West,24.0,10.0,Missouri,Utah State,SEC,14.0
1734,SEC,Mountain West,35.0,21.0,Missouri,Utah State,SEC,14.0
1735,SEC,Mountain West,45.0,10.0,Missouri,Utah State,SEC,35.0
